Fecha,Contrato,Usuario,Nodo Comercial Recepción,Descripción Nodo Comercial Recepción ,Nodo Comercial Entrega,Descripción Nodo Comercial Entrega,Zona de Tarifa de Inyección,Zona de Tarifa de Extracción,Cantidad Nominada Recepción (GJ/día),Cantidad Asignada Recepción (GJ/día),Cantidad Nominada Entrega (GJ/día),Cantidad Asignada Entrega (GJ/día), Gas en Exceso (GJ/día),Tarifa Exceso Firme (Pesos/GJ) ,Tarifa Uso Interrumpible (Pesos/GJ),Cargo Uso (Pesos),Cargo Gas en Exceso (Pesos),Total a facturar (Pesos)
01/01/2021,CENAGAS/A/500/18,Comisión Federal de Electricidad,V045,PEPMENDOZA,E168,CFESALAMANCACOG,Zona 7,Zona 6,0,0,0,0,0.00,1.419390,1.419390,0.00,0.00,0.00
01/01/2021,CENAGAS/A/100/18,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,3572.756,3572.756,3513,3293.377,0.00,1.419390,1.419390,0.00,0.00,0.00
01/01/2021,CENAGAS/B/100/19,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,915.309,915.309,900,843.482,0.00,17.087160,17.087160,0.00,0.00,0.00
01/01/2021,CENAGAS/A/900/17,Naturgy Servicios,V033,IMPTENNESSEE,E076,VENTACARPIO,Zona 3,Zona 5,0,0,0,254.557,0.00,3.667480,3.667480,933.58,0.00,933.58
01/01/2021,CENAGAS/A/500/17,NEG Natural,V061,RAMONES,N119,VREYES,Zona 3,Zona 5,0,0,0,0,0.00,13.713330,13.713330,0.00,0.00,0.00
01/01/2021,CENAGAS/A/200/18,Naturgy Servicios,V033,IMPTENNESSEE,N103,NORESTE,Zona 3,Zona 3,130.177,130.177,128,0,0.00,15.847040,15.847040,0.00,0.00,0.00
01/01/2021,CENAGAS/A/300/17,Enestas,V907,LAVENTA,N031,MORELIA2,Zona 8,Zona 6,0,0,0,158.801,0.00,17.087160,17.087160,2713.46,0.00,2713.46
01/01/2021,CENAGAS/B/200/19,Naturgy Servicios,V033,IMPTENNESSEE,E076,VENTACARPIO,Zona 3,Zona 5,862.424,862.424,848,0,0.00,17.087160,17.087160,0.00,0.00,0.00
01/01/2021,CENAGAS/B/600/17,Naturgy Servicios,V061,RAMONES,N101,BAJIO2,Zona 3,Zona 5,1118.711,1118.711,1100,2178.914,0.00,3.667480,3.667480,7991.12,0.00,7991.12
01/01/2021,CENAGAS/B/300/17,Enestas,V907,LAVENTA,N031,MORELIA2,Zona 8,Zona 6,751.57,751.57,739,1050.313,0.00,17.087160,17.087160,17946.87,0.00,17946.87
01/01/2021,CENAGAS/A/700/18,Energía Infra,V034,IMPTETCO,E063,SALTILLO,Zona 3,Zona 2,711.907,711.907,700,267.528,0.00,15.847040,15.847040,4239.53,0.00,4239.53
01/01/2021,CENAGAS/A/900/18,Energía Infra,V030,GLORIADIOS,N128,EZAPATA2,Zona 1,Zona 5,1704.509,1704.509,1676,1402.356,0.00,13.713330,13.713330,19230.97,0.00,19230.97
01/01/2021,CENAGAS/B/700/18,Energía Infra,V034,IMPTETCO,E063,SALTILLO,Zona 3,Zona 2,2568.967,2568.967,2526,3139.754,0.00,13.713330,13.713330,43056.48,0.00,43056.48
01/01/2021,CENAGAS/A/400/18,Naturgy Servicios,V061,RAMONES,N046,RAMOSARIZPE3,Zona 3,Zona 2,969.211,969.211,953,953,0.00,3.667480,3.667480,0.00,0.00,0.00
01/01/2021,CENAGAS/A/400/18,Naturgy Servicios,V061,RAMONES,N046,RAMOSARIZPE3,Zona 3,Zona 2,221.708,221.708,218,397.446,0.00,3.667480,3.667480,1457.63,0.00,1457.63
01/01/2021,CENAGAS/B/800/18,NEG Natural,V061,RAMONES,N119,VREYES,Zona 3,Zona 5,1850.958,1850.958,1820,1367.969,0.00,15.847040,15.847040,21678.26,0.00,21678.26
01/01/2021,CENAGAS/B/900/17,Naturgy Servicios,V033,IMPTENNESSEE,E076,VENTACARPIO,Zona 3,Zona 5,623.427,623.427,613,613,0.00,3.667480,3.667480,0.00,0.00,0.00
01/01/2021,CENAGAS/B/400/18,Naturgy Servicios,V061,RAMONES,N046,RAMOSARIZPE3,Zona 3,Zona 2,2604.563,2604.563,2561,2561,0.00,3.667480,3.667480,0.00,0.00,0.00
01/01/2021,CENAGAS/A/100/17,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,0,0,0,0,0.00,1.333220,1.333220,0.00,0.00,0.00
01/01/2021,CENAGAS/A/600/18,Naturgy Servicios,V061,RAMONES,N101,BAJIO2,Zona 3,Zona 5,0,0,0,0,0.00,3.553100,3.553100,0.00,0.00,0.00
01/01/2021,CENAGAS/B/400/17,BP Energía México,V067,IMPENERGT,N037,BPPUEBLA,Zona 3,Zona 7,7417.054,7417.054,7293,5501.71,0.00,13.713330,13.713330,0.00,0.00,0.00
01/01/2021,CENAGAS/A/300/18,BP Energía México,V067,IMPENERGT,N054,BPTIZAYUCA,Zona 3,Zona 5,1090.235,1090.235,1072,17.282,0.00,15.847040,15.847040,0.00,0.00,0.00
01/01/2021,CENAGAS/A/600/17,Naturgy Servicios,V061,RAMONES,N101,BAJIO2,Zona 3,Zona 5,3094.761,3094.761,3043,1683.742,0.00,13.713330,13.713330,0.00,0.00,0.00
01/01/2021,CENAGAS/A/700/17,Energía Infra,V030,GLORIADIOS,N128,EZAPATA2,Zona 1,Zona 5,1474.665,1474.665,1450,626.325,0.00,3.667480,3.667480,0.00,0.00,0.00
01/01/2021,CENAGAS/A/200/19,Naturgy Servicios,V033,IMPTENNESSEE,E076,VENTACARPIO,Zona 3,Zona 5,8683.231,8683.231,8538,8001.828,0.23,17.087160,17.087160,0.00,3.91,3.91
01/01/2021,CENAGAS/A/400/17,BP Energía México,V067,IMPENERGT,N037,BPPUEBLA,Zona 3,Zona 7,2034.02,2034.02,2000,2842.524,786.02,17.087160,17.087160,0.00,13430.89,13430.89
01/01/2021,CENAGAS/A/800/17,Energía Infra,V034,IMPTETCO,E063,SALTILLO,Zona 3,Zona 2,1795.023,1795.023,1765,1670.711,0.00,4.566080,4.566080,0.00,0.00,0.00
01/01/2021,CENAGAS/A/100/19,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,8928.331,8928.331,8779,7345.632,0.00,13.713330,13.713330,0.00,0.00,0.00
01/01/2021,CENAGAS/A/800/18,NEG Natural,V061,RAMONES,N119,VREYES,Zona 3,Zona 5,5796.957,5796.957,5700,7084.957,0.00,13.713330,13.713330,0.00,0.00,0.00
01/01/2021,CENAGAS/B/300/18,BP Energía México,V067,IMPENERGT,N054,BPTIZAYUCA,Zona 3,Zona 5,410.872,410.872,404,404,0.00,3.667480,3.667480,0.00,0.00,0.00
01/01/2021,CENAGAS/B/700/18,Energía Infra,V034,IMPTETCO,E063,SALTILLO,Zona 3,Zona 2,691.567,691.567,680,680,0.00,15.847040,15.847040,0.00,0.00,0.00
01/01/2021,CENAGAS/B/100/17,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,2924.921,2890.156,2876,2876,7.00,7.876970,7.876970,0.00,55.14,55.14
02/01/2021,CENAGAS/A/500/18,Comisión Federal de Electricidad,V045,PEPMENDOZA,E168,CFESALAMANCACOG,Zona 7,Zona 6,0,0,0,0,0.00,1.419390,1.419390,0.00,0.00,0.00
02/01/2021,CENAGAS/A/100/18,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,3572.756,3572.756,3513,3425.681,0.00,1.419390,1.419390,0.00,0.00,0.00
02/01/2021,CENAGAS/B/100/19,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,915.309,915.309,900,900,0.00,17.087160,17.087160,0.00,0.00,0.00
02/01/2021,CENAGAS/A/900/17,Naturgy Servicios,V033,IMPTENNESSEE,E076,VENTACARPIO,Zona 3,Zona 5,61.021,61.021,60,0,0.00,3.667480,3.667480,0.00,0.00,0.00
02/01/2021,CENAGAS/A/500/17,NEG Natural,V061,RAMONES,N119,VREYES,Zona 3,Zona 5,0,0,0,0,0.00,13.713330,13.713330,0.00,0.00,0.00
02/01/2021,CENAGAS/A/200/18,Naturgy Servicios,V033,IMPTENNESSEE,N103,NORESTE,Zona 3,Zona 3,130.177,75.762,128,0,0.00,15.847040,15.847040,0.00,0.00,0.00
02/01/2021,CENAGAS/A/300/17,Enestas,V907,LAVENTA,N031,MORELIA2,Zona 8,Zona 6,1476.699,859.422,1452,956.942,0.00,17.087160,17.087160,16351.42,0.00,16351.42
02/01/2021,CENAGAS/B/200/19,Naturgy Servicios,V033,IMPTENNESSEE,E076,VENTACARPIO,Zona 3,Zona 5,2413.365,2413.365,2373,1566.456,0.00,17.087160,17.087160,26766.28,0.00,26766.28
02/01/2021,CENAGAS/B/600/17,Naturgy Servicios,V061,RAMONES,N101,BAJIO2,Zona 3,Zona 5,1118.711,651.077,1100,2916.707,0.00,3.667480,3.667480,10696.96,0.00,10696.96
02/01/2021,CENAGAS/B/300/17,Enestas,V907,LAVENTA,N031,MORELIA2,Zona 8,Zona 6,1249.905,727.431,1229,1094.384,0.00,17.087160,17.087160,18699.91,0.00,18699.91
02/01/2021,CENAGAS/A/700/18,Energía Infra,V034,IMPTETCO,E063,SALTILLO,Zona 3,Zona 2,970.228,564.662,954,734.356,0.00,15.847040,15.847040,11637.37,0.00,11637.37
02/01/2021,CENAGAS/A/900/18,Energía Infra,V030,GLORIADIOS,N128,EZAPATA2,Zona 1,Zona 5,3217.82,1872.735,3164,1472.495,0.00,13.713330,13.713330,20192.81,0.00,20192.81
02/01/2021,CENAGAS/B/700/18,Energía Infra,V034,IMPTETCO,E063,SALTILLO,Zona 3,Zona 2,2568.967,2568.967,2526,2859.668,0.00,13.713330,13.713330,39215.57,0.00,39215.57
02/01/2021,CENAGAS/A/400/18,Naturgy Servicios,V061,RAMONES,N046,RAMOSARIZPE3,Zona 3,Zona 2,1972.999,1972.999,1940,1940,0.00,3.667480,3.667480,0.00,0.00,0.00
02/01/2021,CENAGAS/A/400/18,Naturgy Servicios,V061,RAMONES,N046,RAMOSARIZPE3,Zona 3,Zona 2,2403.195,1398.632,2363,2139.984,0.00,3.667480,3.667480,7848.35,0.00,7848.35
02/01/2021,CENAGAS/B/800/18,NEG Natural,V061,RAMONES,N119,VREYES,Zona 3,Zona 5,1850.958,1077.237,1820,1458.727,0.00,15.847040,15.847040,23116.51,0.00,23116.51
02/01/2021,CENAGAS/B/900/17,Naturgy Servicios,V033,IMPTENNESSEE,E076,VENTACARPIO,Zona 3,Zona 5,1627.216,1627.216,1600,1294.981,0.00,3.667480,3.667480,0.00,0.00,0.00
02/01/2021,CENAGAS/B/400/18,Naturgy Servicios,V061,RAMONES,N046,RAMOSARIZPE3,Zona 3,Zona 2,1600.774,1600.774,1574,1574,0.00,3.667480,3.667480,0.00,0.00,0.00
02/01/2021,CENAGAS/A/100/17,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,0,0,0,0,0.00,1.333220,1.333220,0.00,0.00,0.00
02/01/2021,CENAGAS/A/600/18,Naturgy Servicios,V061,RAMONES,N101,BAJIO2,Zona 3,Zona 5,0,0,0,0,0.00,3.553100,3.553100,0.00,0.00,0.00
02/01/2021,CENAGAS/B/400/17,BP Energía México,V067,IMPENERGT,N037,BPPUEBLA,Zona 3,Zona 7,7598.082,7598.082,7471,5673.632,0.00,13.713330,13.713330,0.00,0.00,0.00
02/01/2021,CENAGAS/A/300/18,BP Energía México,V067,IMPENERGT,N054,BPTIZAYUCA,Zona 3,Zona 5,1090.235,1090.235,1072,575.224,0.00,15.847040,15.847040,0.00,0.00,0.00
02/01/2021,CENAGAS/A/600/17,Naturgy Servicios,V061,RAMONES,N101,BAJIO2,Zona 3,Zona 5,3035.775,3035.775,2985,3423.08,0.00,13.713330,13.713330,0.00,0.00,0.00
02/01/2021,CENAGAS/A/700/17,Energía Infra,V030,GLORIADIOS,N128,EZAPATA2,Zona 1,Zona 5,1474.665,1474.665,1450,983.786,0.00,3.667480,3.667480,0.00,0.00,0.00
02/01/2021,CENAGAS/A/200/19,Naturgy Servicios,V033,IMPTENNESSEE,E076,VENTACARPIO,Zona 3,Zona 5,8561.19,8561.19,8418,8418,416.42,17.087160,17.087160,0.00,7115.38,7115.38
02/01/2021,CENAGAS/A/400/17,BP Energía México,V067,IMPENERGT,N037,BPPUEBLA,Zona 3,Zona 7,2034.02,2034.02,2000,3060.086,"1,060.09",17.087160,17.087160,0.00,18113.86,18113.86
02/01/2021,CENAGAS/A/800/17,Energía Infra,V034,IMPTETCO,E063,SALTILLO,Zona 3,Zona 2,1795.023,1795.023,1765,1699.853,0.00,4.566080,4.566080,0.00,0.00,0.00
02/01/2021,CENAGAS/A/100/19,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,8926.297,8926.297,8777,7018.574,0.00,13.713330,13.713330,0.00,0.00,0.00
02/01/2021,CENAGAS/A/800/18,NEG Natural,V061,RAMONES,N119,VREYES,Zona 3,Zona 5,5796.957,5796.957,5700,6452.932,0.00,13.713330,13.713330,0.00,0.00,0.00
02/01/2021,CENAGAS/B/300/18,BP Energía México,V067,IMPENERGT,N054,BPTIZAYUCA,Zona 3,Zona 5,410.872,410.872,404,404,0.00,3.667480,3.667480,0.00,0.00,0.00
02/01/2021,CENAGAS/B/700/18,Energía Infra,V034,IMPTETCO,E063,SALTILLO,Zona 3,Zona 2,691.567,691.567,680,680,0.00,15.847040,15.847040,0.00,0.00,0.00
02/01/2021,CENAGAS/B/100/17,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,2925.938,2925.938,2877,2784.389,0.00,7.876970,7.876970,0.00,0.00,0.00
03/01/2021,CENAGAS/A/500/18,Comisión Federal de Electricidad,V045,PEPMENDOZA,E168,CFESALAMANCACOG,Zona 7,Zona 6,0,0,0,0,0.00,1.419390,1.419390,0.00,0.00,0.00
03/01/2021,CENAGAS/A/100/18,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,3572.756,3572.756,3513,3574.818,0.00,1.419390,1.419390,0.00,0.00,0.00
03/01/2021,CENAGAS/B/100/19,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,915.309,915.309,900,900,0.00,17.087160,17.087160,0.00,0.00,0.00
03/01/2021,CENAGAS/A/900/17,Naturgy Servicios,V033,IMPTENNESSEE,E076,VENTACARPIO,Zona 3,Zona 5,61.021,61.021,60,0,0.00,3.667480,3.667480,0.00,0.00,0.00
03/01/2021,CENAGAS/A/500/17,NEG Natural,V061,RAMONES,N119,VREYES,Zona 3,Zona 5,0,0,0,0,0.00,13.713330,13.713330,0.00,0.00,0.00
03/01/2021,CENAGAS/A/200/18,Naturgy Servicios,V033,IMPTENNESSEE,N103,NORESTE,Zona 3,Zona 3,130.177,130.177,128,0,0.00,15.847040,15.847040,0.00,0.00,0.00
03/01/2021,CENAGAS/A/300/17,Enestas,V907,LAVENTA,N031,MORELIA2,Zona 8,Zona 6,1476.699,1476.699,1452,491.905,0.00,17.087160,17.087160,8405.26,0.00,8405.26
03/01/2021,CENAGAS/B/200/19,Naturgy Servicios,V033,IMPTENNESSEE,E076,VENTACARPIO,Zona 3,Zona 5,2501.845,2501.845,2460,1265.991,0.00,17.087160,17.087160,21632.19,0.00,21632.19
03/01/2021,CENAGAS/B/600/17,Naturgy Servicios,V061,RAMONES,N101,BAJIO2,Zona 3,Zona 5,1118.711,1118.711,1100,3804.112,0.00,3.667480,3.667480,13951.50,0.00,13951.50
03/01/2021,CENAGAS/B/300/17,Enestas,V907,LAVENTA,N031,MORELIA2,Zona 8,Zona 6,1249.905,1249.905,1229,1512.776,0.00,17.087160,17.087160,25849.05,0.00,25849.05
03/01/2021,CENAGAS/A/700/18,Energía Infra,V034,IMPTETCO,E063,SALTILLO,Zona 3,Zona 2,711.907,711.907,700,722.139,0.00,15.847040,15.847040,11443.77,0.00,11443.77
03/01/2021,CENAGAS/A/900/18,Energía Infra,V030,GLORIADIOS,N128,EZAPATA2,Zona 1,Zona 5,3696.831,3696.831,3635,2748.562,0.00,13.713330,13.713330,37691.94,0.00,37691.94
03/01/2021,CENAGAS/B/700/18,Energía Infra,V034,IMPTETCO,E063,SALTILLO,Zona 3,Zona 2,2568.967,2568.967,2526,3115.982,0.00,13.713330,13.713330,42730.49,0.00,42730.49
03/01/2021,CENAGAS/A/400/18,Naturgy Servicios,V061,RAMONES,N046,RAMOSARIZPE3,Zona 3,Zona 2,1972.999,1972.999,1940,1940,0.00,3.667480,3.667480,0.00,0.00,0.00
03/01/2021,CENAGAS/A/400/18,Naturgy Servicios,V061,RAMONES,N046,RAMOSARIZPE3,Zona 3,Zona 2,2403.195,2403.195,2363,2105.159,0.00,3.667480,3.667480,7720.63,0.00,7720.63
03/01/2021,CENAGAS/B/800/18,NEG Natural,V061,RAMONES,N119,VREYES,Zona 3,Zona 5,1850.958,1850.958,1820,1431.197,0.00,15.847040,15.847040,22680.24,0.00,22680.24
03/01/2021,CENAGAS/B/900/17,Naturgy Servicios,V033,IMPTENNESSEE,E076,VENTACARPIO,Zona 3,Zona 5,1627.216,1627.216,1600,1332.649,0.00,3.667480,3.667480,0.00,0.00,0.00
03/01/2021,CENAGAS/B/400/18,Naturgy Servicios,V061,RAMONES,N046,RAMOSARIZPE3,Zona 3,Zona 2,1600.774,1600.774,1574,1574,0.00,3.667480,3.667480,0.00,0.00,0.00
03/01/2021,CENAGAS/A/100/17,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,0,0,0,0,0.00,1.333220,1.333220,0.00,0.00,0.00
03/01/2021,CENAGAS/A/600/18,Naturgy Servicios,V061,RAMONES,N101,BAJIO2,Zona 3,Zona 5,0,0,0,0,0.00,3.553100,3.553100,0.00,0.00,0.00
03/01/2021,CENAGAS/B/400/17,BP Energía México,V067,IMPENERGT,N037,BPPUEBLA,Zona 3,Zona 7,7623.507,7623.507,7496,5165.015,0.00,13.713330,13.713330,0.00,0.00,0.00
03/01/2021,CENAGAS/A/300/18,BP Energía México,V067,IMPENERGT,N054,BPTIZAYUCA,Zona 3,Zona 5,1090.235,1090.235,1072,544.368,0.00,15.847040,15.847040,0.00,0.00,0.00
03/01/2021,CENAGAS/A/600/17,Naturgy Servicios,V061,RAMONES,N101,BAJIO2,Zona 3,Zona 5,3098.829,3098.829,3047,2651.124,0.00,13.713330,13.713330,0.00,0.00,0.00
03/01/2021,CENAGAS/A/700/17,Energía Infra,V030,GLORIADIOS,N128,EZAPATA2,Zona 1,Zona 5,1474.665,1474.665,1450,906.406,0.00,3.667480,3.667480,0.00,0.00,0.00
03/01/2021,CENAGAS/A/200/19,Naturgy Servicios,V033,IMPTENNESSEE,E076,VENTACARPIO,Zona 3,Zona 5,8472.71,8472.71,8331,8331,329.42,17.087160,17.087160,0.00,5628.80,5628.80
03/01/2021,CENAGAS/A/400/17,BP Energía México,V067,IMPENERGT,N037,BPPUEBLA,Zona 3,Zona 7,2034.02,2034.02,2000,2461.801,461.80,17.087160,17.087160,0.00,7890.87,7890.87
03/01/2021,CENAGAS/A/800/17,Energía Infra,V034,IMPTETCO,E063,SALTILLO,Zona 3,Zona 2,1795.023,1795.023,1765,1657.463,0.00,4.566080,4.566080,0.00,0.00,0.00
03/01/2021,CENAGAS/A/100/19,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,8928.331,8928.331,8779,6638.135,0.00,13.713330,13.713330,0.00,0.00,0.00
03/01/2021,CENAGAS/A/800/18,NEG Natural,V061,RAMONES,N119,VREYES,Zona 3,Zona 5,5796.957,5796.957,5700,7031.314,0.00,13.713330,13.713330,0.00,0.00,0.00
03/01/2021,CENAGAS/B/300/18,BP Energía México,V067,IMPENERGT,N054,BPTIZAYUCA,Zona 3,Zona 5,410.872,410.872,404,404,0.00,3.667480,3.667480,0.00,0.00,0.00
03/01/2021,CENAGAS/B/700/18,Energía Infra,V034,IMPTETCO,E063,SALTILLO,Zona 3,Zona 2,691.567,691.567,680,680,0.00,15.847040,15.847040,0.00,0.00,0.00
03/01/2021,CENAGAS/B/100/17,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,2924.921,2473.081,2876,2876,7.00,7.876970,7.876970,0.00,55.14,55.14
04/01/2021,CENAGAS/A/500/18,Comisión Federal de Electricidad,V045,PEPMENDOZA,E168,CFESALAMANCACOG,Zona 7,Zona 6,0,0,0,0,0.00,1.419390,1.419390,0.00,0.00,0.00
04/01/2021,CENAGAS/A/100/18,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,3572.756,3572.756,3513,3687.898,0.00,1.419390,1.419390,0.00,0.00,0.00
04/01/2021,CENAGAS/B/100/19,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,915.309,915.309,900,900,0.00,17.087160,17.087160,0.00,0.00,0.00
04/01/2021,CENAGAS/A/900/17,Naturgy Servicios,V033,IMPTENNESSEE,E076,VENTACARPIO,Zona 3,Zona 5,61.021,61.021,60,0,0.00,3.667480,3.667480,0.00,0.00,0.00
04/01/2021,CENAGAS/A/500/17,NEG Natural,V061,RAMONES,N119,VREYES,Zona 3,Zona 5,0,0,0,0,0.00,13.713330,13.713330,0.00,0.00,0.00
04/01/2021,CENAGAS/A/200/18,Naturgy Servicios,V033,IMPTENNESSEE,N103,NORESTE,Zona 3,Zona 3,130.177,130.177,128,0,0.00,15.847040,15.847040,0.00,0.00,0.00
04/01/2021,CENAGAS/A/300/17,Enestas,V907,LAVENTA,N031,MORELIA2,Zona 8,Zona 6,1476.699,1476.699,1452,1129.578,0.00,17.087160,17.087160,19301.28,0.00,19301.28
04/01/2021,CENAGAS/B/200/19,Naturgy Servicios,V033,IMPTENNESSEE,E076,VENTACARPIO,Zona 3,Zona 5,3099.846,3099.846,3048,3064.058,0.00,17.087160,17.087160,52356.05,0.00,52356.05
04/01/2021,CENAGAS/B/600/17,Naturgy Servicios,V061,RAMONES,N101,BAJIO2,Zona 3,Zona 5,1118.711,1118.711,1100,6129.203,0.00,3.667480,3.667480,22478.73,0.00,22478.73
04/01/2021,CENAGAS/B/300/17,Enestas,V907,LAVENTA,N031,MORELIA2,Zona 8,Zona 6,1249.905,1249.905,1229,1777.966,0.00,17.087160,17.087160,30380.39,0.00,30380.39
04/01/2021,CENAGAS/A/700/18,Energía Infra,V034,IMPTETCO,E063,SALTILLO,Zona 3,Zona 2,955.989,955.989,940,893.064,0.00,15.847040,15.847040,14152.42,0.00,14152.42
04/01/2021,CENAGAS/A/900/18,Energía Infra,V030,GLORIADIOS,N128,EZAPATA2,Zona 1,Zona 5,5020.978,5020.978,4937,3595.606,0.00,13.713330,13.713330,49307.73,0.00,49307.73
04/01/2021,CENAGAS/B/700/18,Energía Infra,V034,IMPTETCO,E063,SALTILLO,Zona 3,Zona 2,2956.448,2956.448,2907,3084.274,0.00,13.713330,13.713330,42295.67,0.00,42295.67
04/01/2021,CENAGAS/A/400/18,Naturgy Servicios,V061,RAMONES,N046,RAMOSARIZPE3,Zona 3,Zona 2,1972.999,1972.999,1940,1940,0.00,3.667480,3.667480,0.00,0.00,0.00
04/01/2021,CENAGAS/A/400/18,Naturgy Servicios,V061,RAMONES,N046,RAMOSARIZPE3,Zona 3,Zona 2,2403.195,2403.195,2363,1944.113,0.00,3.667480,3.667480,7130.00,0.00,7130.00
04/01/2021,CENAGAS/B/800/18,NEG Natural,V061,RAMONES,N119,VREYES,Zona 3,Zona 5,1850.958,1850.958,1820,1573.014,0.00,15.847040,15.847040,24927.62,0.00,24927.62
04/01/2021,CENAGAS/B/900/17,Naturgy Servicios,V033,IMPTENNESSEE,E076,VENTACARPIO,Zona 3,Zona 5,1627.216,1627.216,1600,1283.501,0.00,3.667480,3.667480,0.00,0.00,0.00
04/01/2021,CENAGAS/B/400/18,Naturgy Servicios,V061,RAMONES,N046,RAMOSARIZPE3,Zona 3,Zona 2,1600.774,1600.774,1574,1574,0.00,3.667480,3.667480,0.00,0.00,0.00
04/01/2021,CENAGAS/A/100/17,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,0,0,0,0,0.00,1.333220,1.333220,0.00,0.00,0.00
04/01/2021,CENAGAS/A/600/18,Naturgy Servicios,V061,RAMONES,N101,BAJIO2,Zona 3,Zona 5,0,0,0,0,0.00,3.553100,3.553100,0.00,0.00,0.00
04/01/2021,CENAGAS/B/400/17,BP Energía México,V067,IMPENERGT,N037,BPPUEBLA,Zona 3,Zona 7,7822.841,7822.841,7692,5785.139,0.00,13.713330,13.713330,0.00,0.00,0.00
04/01/2021,CENAGAS/A/300/18,BP Energía México,V067,IMPENERGT,N054,BPTIZAYUCA,Zona 3,Zona 5,1090.235,1090.235,1072,1065.913,0.00,15.847040,15.847040,0.00,0.00,0.00
04/01/2021,CENAGAS/A/600/17,Naturgy Servicios,V061,RAMONES,N101,BAJIO2,Zona 3,Zona 5,3098.829,3098.829,3047,2347.793,0.00,13.713330,13.713330,0.00,0.00,0.00
04/01/2021,CENAGAS/A/700/17,Energía Infra,V030,GLORIADIOS,N128,EZAPATA2,Zona 1,Zona 5,1474.665,1474.665,1450,1395.969,0.00,3.667480,3.667480,0.00,0.00,0.00
04/01/2021,CENAGAS/A/200/19,Naturgy Servicios,V033,IMPTENNESSEE,E076,VENTACARPIO,Zona 3,Zona 5,8273.376,8273.376,8135,8135,133.42,17.087160,17.087160,0.00,2279.72,2279.72
04/01/2021,CENAGAS/A/400/17,BP Energía México,V067,IMPENERGT,N037,BPPUEBLA,Zona 3,Zona 7,2034.02,2034.02,2000,2893.354,893.35,17.087160,17.087160,0.00,15264.88,15264.88
04/01/2021,CENAGAS/A/800/17,Energía Infra,V034,IMPTETCO,E063,SALTILLO,Zona 3,Zona 2,1795.023,1795.023,1765,1612.827,0.00,4.566080,4.566080,0.00,0.00,0.00
04/01/2021,CENAGAS/A/100/19,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,8928.331,8928.331,8779,6393.726,0.00,13.713330,13.713330,0.00,0.00,0.00
04/01/2021,CENAGAS/A/800/18,NEG Natural,V061,RAMONES,N119,VREYES,Zona 3,Zona 5,5796.957,5796.957,5700,6047.595,0.00,13.713330,13.713330,0.00,0.00,0.00
04/01/2021,CENAGAS/B/300/18,BP Energía México,V067,IMPENERGT,N054,BPTIZAYUCA,Zona 3,Zona 5,410.872,410.872,404,404,0.00,3.667480,3.667480,0.00,0.00,0.00
04/01/2021,CENAGAS/B/700/18,Energía Infra,V034,IMPTETCO,E063,SALTILLO,Zona 3,Zona 2,691.567,691.567,680,680,0.00,15.847040,15.847040,0.00,0.00,0.00
04/01/2021,CENAGAS/B/100/17,Pemex Transformación Industrial,V025,CACTUSNVOPMX,E095,AGUADULCE,Zona 8,Zona 8,2924.921,2854.558,2876,2876,7.00,7.876970,7.876970,0.00,55.14,55.14
05/01/2021,CENAGAS/A/500/18,Comisión Federal de Electricidad,V045,PEPMENDOZA,E168,CFESALAMANCACOG,Zona 7,Zona 6,0,0,0,0,0.00,1.419390,1.419390,0.00,0.00,0.00
